3200,429577,97268790
3300,456577,103443440
3400,485374,109808090
3500,513981,116362740
3600,543778,123107390
3700,574060,130042040
3800,605972,137166690
3900,638069,144481340
4000,670946,151985990
4100,705152,159680640
bubbleSort_Iverson1And2
Randomfrom0to5
	Small data:
	50,76,13390
100,344,59120
150,769,129500
200,1380,238930
250,2174,379040
300,3105,538170

Big data: 
100,346,59120
200,1376,238930
300,3126,538170
400,5567,959410
500,8875,1513610
600,12999,2177540
700,17708,2954720
800,23306,3865560
900,29454,4853920
1000,37025,6027900
1100,44891,7320000
1200,53632,8718270
1300,63095,10185110
1400,73092,11793170
1500,84302,13506420
1600,96876,15305920
1700,109126,17256600
1800,122315,19397080
1900,137669,21638740
2000,152436,23788960
2100,167752,26309770
2200,183295,28788860
2300,202274,31537570
2400,220675,34462460
2500,240123,37378670
2600,260165,40301300
2700,280923,43327890
2800,301398,46647090
2900,326092,50107430
3000,347590,53685370
3100,371103,57096390
3200,395899,60796720
3300,421130,64810490
3400,447889,68832560
3500,473821,72732900
3600,499923,76935970
3700,531834,81331580
3800,560441,85647220
3900,593342,90237010
4000,623591,94842710
4100,654360,99678860
Randomfrom0to4100
	Small data:
	50,75,14240
100,361,64270
150,800,142930
200,1430,255820
250,2209,391040
300,3214,562520

Big data: 
100,362,64270
200,1435,255820
300,3215,562520
400,5924,1031030
500,9363,1596580
600,13415,2300890
700,18485,3154870
800,24011,4129240
900,30882,5246350
1000,38494,6477230
1100,47023,7906990
1200,56072,9382210
1300,66306,10944450
1400,75864,12608690
1500,87703,14478010
1600,99936,16562990
1700,113754,18773880
1800,127339,21085190
1900,142504,23443430
2000,159348,25980850
2100,174328,28573110
2200,192167,31402390
2300,211084,34279000
2400,229165,37224550
2500,250808,40544610
2600,271053,43868350
2700,294553,47418020
2800,318668,51003630
2900,341158,54490330
3000,367106,58578060
3100,391952,62679510
3200,419864,67019520
3300,447435,71362380
3400,474770,75736350
3500,501984,80122050
3600,532077,84935610
3700,562363,89761060
3800,597437,94963180
3900,630487,100363640
4000,666254,105457920
4100,696732,110805960
AlmostSorted
	Small data:
	50,0,1280
100,10,2580
150,10,3880
200,20,5180
250,20,6470
300,30,7770

Big data: 
100,10,2580
200,20,5180
300,30,7770
400,40,10370
500,50,12950
600,60,15550
700,70,18140
800,80,20740
900,90,23330
1000,100,25930
1100,110,28520
1200,120,31120
1300,130,33710
1400,140,36310
1500,152,38890
1600,168,41490
1700,180,44080
1800,190,46680
1900,200,49270
2000,210,51870
2100,220,54460
2200,230,57060
2300,247,59650
2400,250,62250
2500,260,64830
2600,270,67430
2700,280,70020
2800,295,72620
2900,300,75210
3000,311,77810
3100,322,80400
3200,338,83000
3300,349,85590
3400,360,88190
3500,370,90770
3600,380,93370
3700,390,95960
3800,400,98560
3900,212027,53232770
4000,211970,53233470
4100,212589,53234170
Reversed
	Small data:
	50,100,23620
100,390,94740
150,885,213370
200,1573,379490
250,2453,593120
300,3539,854240

Big data: 
100,390,94740
200,1585,379490
300,3535,854240
400,6291,1518990
500,9819,2373740
600,14110,3418490
700,19217,4653240
800,25096,6077990
900,31728,7692740
1000,39178,9497490
1100,47417,11492240
1200,56412,13676990
1300,66097,16051740
1400,76802,18616490
1500,88171,21371240
1600,99912,24315990
1700,113202,27450740
1800,126961,30775490
1900,141658,34290240
2000,157064,37994990
2100,173382,41889740
2200,189610,45974490
2300,207269,50249240
2400,225662,54713990
2500,245222,59368740
2600,264840,64213490
2700,285658,69248240
2800,307488,74472990
2900,329505,79887740
3000,352649,85492490
3100,376514,91287240
3200,401126,97271990
3300,426967,103446740
3400,452957,109811490
3500,480062,116366240
3600,508153,123110990
3700,537273,130045740
3800,567740,137170490
3900,596067,144485240
4000,627062,151989990
4100,658814,159684740
insertion sort
Randomfrom0to5
	Small data:
	50,40,6730
100,170,32330
150,350,65230
200,672,127750
250,1060,204350
300,1493,287800

Big data: 
100,170,32330
200,673,127750
300,1500,287800
400,2675,515350
500,4235,820570
600,6096,1182250
700,8244,1601530
800,10764,2091340
900,13481,2637760
1000,16712,3256280
1100,20465,3980420
1200,24394,4751650
1300,28266,5524490
1400,32603,6371500
1500,37405,7313930
1600,42147,8249480
1700,47445,9282430
1800,53483,10469840
1900,59552,11663920
2000,64976,12720470
2100,71929,14077160
2200,78506,15384070
2300,86515,16882550
2400,94525,18521870
2500,102651,20117110
2600,109865,21546100
2700,117727,23061950
2800,126933,24925210
2900,136794,26801230
3000,146764,28758820
3100,155559,30480710
3200,165215,32385890
3300,176700,34643020
3400,187528,36786860
3500,197664,38766770
3600,209977,41109590
3700,221476,43385810
3800,233101,45683770
3900,245051,48030770
4000,256894,50382400
4100,270911,53098670
Randomfrom0to4100
	Small data:
	50,50,8630
100,200,38120
150,430,81010
200,763,146150
250,1175,225380
300,1660,320750

Big data: 
100,200,38120
200,770,146150
300,1672,320750
400,3087,595930
500,4717,911620
600,6796,1319930
700,9413,1828030
800,12279,2388440
900,15599,3033380
1000,19311,3763240
1100,23548,4594840
1200,27995,5462420
1300,32336,6318790
1400,37188,7238590
1500,42327,8279170
1600,48749,9529540
1700,55522,10860830
1800,62459,12220540
1900,69363,13585220
2000,76990,15065990
2100,84108,16462490
2200,92419,18096850
2300,101106,19740490
2400,109309,21414770
2500,119396,23371100
2600,129342,25345130
2700,140627,27513130
2800,150552,29492470
2900,160565,31468450
3000,173299,33896440
3100,185762,36408110
3200,199437,39108400
3300,212296,41623250
3400,225308,44167970
3500,238636,46714940
3600,252913,49588150
3700,267277,52389460
3800,283690,55624270
3900,301372,58984070
4000,315534,61879190
4100,332137,65148740
AlmostSorted
	Small data:
	50,0,880
100,10,1780
150,10,2680
200,20,3580
250,22,4460
300,30,5360

Big data: 
100,10,1780
200,20,3580
300,30,5360
400,40,7160
500,50,8950
600,60,10750
700,80,12530
800,90,14330
900,100,16120
1000,110,17920
1100,120,19700
1200,130,21500
1300,140,23290
1400,160,25090
1500,170,26870
1600,180,28670
1700,190,30460
1800,200,32260
1900,210,34040
2000,224,35840
2100,241,37630
2200,250,39430
2300,260,41210
2400,270,43010
2500,280,44800
2600,291,46600
2700,309,48380
2800,320,50180
2900,330,51970
3000,343,53770
3100,350,55550
3200,360,57350
3300,370,59140
3400,390,60940
3500,400,62720
3600,410,64520
3700,420,66310
3800,435,68110
3900,749,128260
4000,740,128560
4100,753,128860
Reversed
	Small data:
	50,90,18520
100,380,74540
150,866,168070
200,1530,299090
250,2392,467620
300,3441,673640

Big data: 
100,380,74540
200,1533,299090
300,3485,673640
400,6130,1198190
500,9579,1872740
600,13763,2697290
700,18744,3671840
800,24459,4796390
900,31013,6070940
1000,38256,7495490
1100,46624,9070040
1200,55196,10794590
1300,64579,12669140
1400,74646,14693690
1500,85658,16868240
1600,97874,19192790
1700,110380,21667340
1800,123702,24291890
1900,137992,27066440
2000,152696,29990990
2100,168724,33065540
2200,184866,36290090
2300,202076,39664640
2400,219989,43189190
2500,238593,46863740
2600,258386,50688290
2700,278417,54662840
2800,299380,58787390
2900,321789,63061940
3000,343741,67486490
3100,367018,72061040
3200,391082,76785590
3300,415887,81660140
3400,441937,86684690
3500,467771,91859240
3600,494874,97183790
3700,522882,102658340
3800,551715,108282890
3900,580703,114057440
4000,610961,119981990
4100,642137,126056540
binaryInsertionSort
Randomfrom0to5
	Small data:
	50,22,4730
100,80,17680
150,160,34970
200,280,64620
250,430,101130
300,593,141390

Big data: 
100,84,17680
200,289,64620
300,593,141390
400,1029,248010
500,1590,393310
600,2263,566960
700,3062,770630
800,3965,1003990
900,4985,1270070
1000,6145,1571330
1100,7473,1917860
1200,8905,2291340
1300,10383,2672530
1400,11956,3089620
1500,13930,3552040
1600,15610,4014810
1700,17471,4529770
1800,19653,5102200
1900,21855,5683790
2000,23905,6219660
2100,26423,6875000
2200,28914,7529000
2300,31622,8250040
2400,34655,9042760
2500,37656,9826500
2600,40389,10548570
2700,43288,11318010
2800,46688,12212270
2900,50167,13125720
3000,53964,14074990
3100,57093,14946850
3200,60706,15901790
3300,64824,16993480
3400,68893,18056230
3500,72687,19062740
3600,77141,20202290
3700,81285,21329870
3800,85985,22468620
3900,90068,23638030
4000,94531,24824840
4100,99465,26145750
Randomfrom0to4100
	Small data:
	50,33,5620
100,112,20350
150,213,40700
200,356,70160
250,521,105380
300,714,147160

Big data: 
100,110,20350
200,355,70160
300,710,147160
400,1232,264820
500,1811,398890
600,2534,570160
700,3448,781610
800,4391,1014290
900,5490,1280850
1000,6707,1581300
1100,8089,1922670
1200,9523,2278310
1300,10980,2629750
1400,12462,3006660
1500,14167,3432030
1600,16199,3941240
1700,18378,4482870
1800,20615,5035860
1900,22843,5591010
2000,25101,6192590
2100,27357,6760390
2200,29989,7423260
2300,32565,8090090
2400,35219,8769230
2500,38329,9561250
2600,41475,10360400
2700,44933,11237360
2800,47991,12038770
2900,51064,12838750
3000,54944,13819600
3100,58849,14833920
3200,63429,15923550
3300,67030,16939240
3400,71027,17967030
3500,74960,18995580
3600,79577,20154680
3700,83867,21284650
3800,88868,22588250
3900,94245,23941710
4000,98621,25109570
4100,103674,26427280
AlmostSorted
	Small data:
	50,11,2580
100,40,5970
150,60,9640
200,90,13540
250,120,17440
300,150,21690

Big data: 
100,40,5970
200,90,13540
300,150,21690
400,210,30290
500,280,38880
600,349,48190
700,419,57580
800,499,66980
900,560,76380
1000,631,85780
1100,700,95780
1200,783,105980
1300,860,116170
1400,942,126370
1500,1016,136570
1600,1090,146770
1700,1170,156960
1800,1255,167160
1900,1332,177350
2000,1403,187550
2100,1490,198160
2200,1570,209160
2300,1658,220160
2400,1747,231160
2500,1826,242150
2600,1913,253150
2700,1996,264150
2800,2080,275150
2900,2168,286140
3000,2249,297140
3100,2333,308130
3200,2425,319130
3300,2507,330130
3400,2586,341130
3500,2673,352120
3600,2760,363120
3700,2842,374120
3800,2925,385120
3900,3099,419460
4000,3214,429860
4100,3263,440290
Reversed
	Small data:
	50,40,9430
100,150,34620
150,310,75170
200,532,130790
250,818,201740
300,1176,287690

Big data: 
100,150,34620
200,533,130790
300,1150,287690
400,2000,504730
500,3102,782430
600,4384,1120130
700,5921,1517830
800,7684,1975790
900,9679,2494290
1000,11913,3072790
1100,14352,3711290
1200,17024,4409790
1300,19947,5168290
1400,23289,5986790
1500,26398,6865290
1600,29984,7804310
1700,33771,8803610
1800,37787,9862910
1900,42111,10982210
2000,46548,12161510
2100,51282,13400810
2200,56257,14700110
2300,61413,16059410
2400,66770,17478710
2500,72405,18958010
2600,78339,20497310
2700,84399,22096610
2800,90651,23755910
2900,97176,25475210
3000,103943,27254510
3100,111204,29094040
3200,118117,30994140
3300,125516,32954240
3400,133198,34974340
3500,141164,37054440
3600,149234,39194540
3700,157601,41394640
3800,166423,43654740
3900,174919,45974840
4000,183993,48354940
4100,193219,50795040
countingSort
Randomfrom0to5
	Small data:
	50,19,850
100,30,1650
150,40,2450
200,50,3250
250,65,4050
300,80,4850

Big data: 
100,30,1650
200,51,3250
300,80,4850
400,100,6450
500,130,8050
600,150,9650
700,180,11250
800,200,12850
900,230,14450
1000,251,16050
1100,280,17650
1200,300,19250
1300,330,20850
1400,352,22450
1500,383,24050
1600,407,25650
1700,430,27250
1800,458,28850
1900,480,30450
2000,509,32050
2100,535,33650
2200,563,35250
2300,580,36850
2400,613,38450
2500,645,40050
2600,660,41650
2700,680,43250
2800,710,44850
2900,734,46450
3000,769,48050
3100,783,49650
3200,812,51250
3300,834,52850
3400,860,54450
3500,889,56050
3600,909,57650
3700,941,59250
3800,963,60850
3900,990,62450
4000,1013,64050
4100,1040,65650
Randomfrom0to4100
	Small data:
	50,570,30910
100,592,32220
150,630,34190
200,640,34990
250,650,35790
300,670,36630

Big data: 
100,590,32220
200,643,34990
300,671,36630
400,690,38230
500,720,39880
600,740,41560
700,809,43160
800,792,44760
900,820,46360
1000,844,47960
1100,873,49560
1200,899,51200
1300,923,52800
1400,949,54400
1500,973,56000
1600,1003,57600
1700,1022,59200
1800,1058,60800
1900,1070,62400
2000,1103,64000
2100,1124,65600
2200,1150,67220
2300,1179,68820
2400,1203,70420
2500,1230,72020
2600,1253,73620
2700,1289,75220
2800,1332,76820
2900,1383,78420
3000,1383,80020
3100,1409,81620
3200,1402,83220
3300,1455,84820
3400,1456,86420
3500,1483,88020
3600,1513,89620
3700,1534,91220
3800,1560,92820
3900,1583,94420
4000,1625,96020
4100,1636,97620
AlmostSorted
	Small data:
	50,60,2440
100,60,3240
150,70,4040
200,80,4840
250,120,7280
300,140,8080

Big data: 
100,60,3240
200,80,4840
300,140,8080
400,160,9680
500,220,12920
600,240,14520
700,300,17760
800,320,19360
900,384,22600
1000,407,24200
1100,471,27440
1200,490,29040
1300,540,32290
1400,573,33890
1500,620,37130
1600,650,38730
1700,705,41970
1800,737,43570
1900,786,46810
2000,810,48410
2100,872,51650
2200,890,53250
2300,953,56490
2400,970,58090
2500,1032,61330
2600,1050,62930
2700,1109,66170
2800,1131,67770
2900,1193,71010
3000,1230,72610
3100,1274,75850
3200,1299,77450
3300,1353,80700
3400,1385,82300
3500,1433,85540
3600,1467,87140
3700,1519,90380
3800,1543,91980
3900,1572,93620
4000,1613,96120
4100,1656,98620
Reversed
	Small data:
	50,20,1250
100,40,2500
150,60,3750
200,80,5000
250,100,6250
300,120,7500

Big data: 
100,40,2500
200,80,5000
300,120,7500
400,160,10000
500,200,12500
600,242,15000
700,280,17500
800,320,20000
900,360,22500
1000,400,25000
1100,446,27500
1200,485,30000
1300,528,32500
1400,573,35000
1500,610,37500
1600,650,40000
1700,692,42500
1800,729,45000
1900,771,47500
2000,810,50000
2100,853,52500
2200,889,55000
2300,930,57500
2400,970,60000
2500,1013,62500
2600,1050,65000
2700,1094,67500
2800,1133,70000
2900,1170,72500
3000,1215,75000
3100,1250,77500
3200,1293,80000
3300,1347,82500
3400,1371,85000
3500,1414,87500
3600,1454,90000
3700,1497,92500
3800,1539,95000
3900,1594,97500
4000,1622,100000
4100,1662,102500
digitalSort
Randomfrom0to5
	Small data:
	50,272,11850
100,304,15500
150,360,19150
200,415,22800
250,470,26450
300,540,30100

Big data: 
100,300,15500
200,415,22800
300,540,30100
400,653,37400
500,770,44700
600,898,52000
700,1000,59300
800,1113,66600
900,1220,73900
1000,1338,81200
1100,1493,88500
1200,1602,95800
1300,1712,103100
1400,1821,110400
1500,1933,117700
1600,2035,125000
1700,2150,132300
1800,2250,139600
1900,2373,146900
2000,2481,154200
2100,2683,161500
2200,2790,168800
2300,2906,176100
2400,3017,183400
2500,3127,190700
2600,3225,198000
2700,3357,205300
2800,3445,212600
2900,3561,219900
3000,3674,227200
3100,3772,234500
3200,3883,241800
3300,3984,249100
3400,4146,256400
3500,4203,263700
3600,4322,271000
3700,4426,278300
3800,4570,285600
3900,4646,292900
4000,4755,300200
4100,5181,307500
Randomfrom0to4100
	Small data:
	50,240,11850
100,300,15500
150,361,19150
200,415,22800
250,470,26450
300,540,30100

Big data: 
100,300,15500
200,417,22800
300,540,30100
400,650,37400
500,765,44700
600,895,52000
700,1002,59300
800,1110,66600
900,1223,73900
1000,1333,81200
1100,1493,88500
1200,1600,95800
1300,1712,103100
1400,1821,110400
1500,1923,117700
1600,2039,125000
1700,2152,132300
1800,2253,139600
1900,2363,146900
2000,2473,154200
2100,2690,161500
2200,2793,168800
2300,2905,176100
2400,3009,183400
2500,3126,190700
2600,3224,198000
2700,3337,205300
2800,3450,212600
2900,3561,219900
3000,3673,227200
3100,3772,234500
3200,4088,241800
3300,4083,249100
3400,4099,256400
3500,4221,263700
3600,4317,271000
3700,4440,278300
3800,4550,285600
3900,4648,292900
4000,4756,300200
4100,5090,307500
AlmostSorted
	Small data:
	50,240,11850
100,300,15500
150,366,19150
200,417,22800
250,470,26450
300,540,30100

Big data: 
100,300,15500
200,415,22800
300,540,30100
400,650,37400
500,760,44700
600,900,52000
700,1000,59300
800,1110,66600
900,1223,73900
1000,1334,81200
1100,1494,88500
1200,1603,95800
1300,1714,103100
1400,1821,110400
1500,1955,117700
1600,2039,125000
1700,2140,132300
1800,2252,139600
1900,2382,146900
2000,2485,154200
2100,2680,161500
2200,2795,168800
2300,2929,176100
2400,3008,183400
2500,3122,190700
2600,3225,198000
2700,3338,205300
2800,3453,212600
2900,3557,219900
3000,3667,227200
3100,3771,234500
3200,3888,241800
3300,3984,249100
3400,4100,256400
3500,4209,263700
3600,4318,271000
3700,4498,278300
3800,4555,285600
3900,4652,292900
4000,4760,300200
4100,5130,307500
Reversed
	Small data:
	50,240,11850
100,300,15500
150,361,19150
200,417,22800
250,470,26450
300,540,30100

Big data: 
100,300,15500
200,419,22800
300,540,30100
400,653,37400
500,760,44700
600,902,52000
700,1001,59300
800,1116,66600
900,1220,73900
1000,1333,81200
1100,1493,88500
1200,1603,95800
1300,1712,103100
1400,1826,110400
1500,1933,117700
1600,2035,125000
1700,2140,132300
1800,2253,139600
1900,2368,146900
2000,2478,154200
2100,2690,161500
2200,2796,168800
2300,2902,176100
